moisture,temperature,ph,ec,nitrogen,phosphorus,potassium,disease
16.8,27.5,6.01,486.7,47.9,31.2,31.0,verticillium_wilt
23.9,23.5,6.58,646.9,48.3,44.3,37.1,verticillium_wilt
23.8,25.5,6.84,622.8,31.5,48.2,46.3,verticillium_wilt
15.4,22.0,6.78,385.7,30.2,48.9,35.6,verticillium_wilt
26.3,23.8,6.82,313.0,48.4,47.2,32.5,verticillium_wilt
18.8,21.0,6.49,467.3,45.6,30.7,34.1,verticillium_wilt
15.4,18.6,6.98,628.1,46.3,30.8,36.6,verticillium_wilt
22.7,27.0,6.68,470.1,40.8,35.7,45.9,verticillium_wilt
16.1,18.2,6.91,469.4,41.4,34.3,47.3,verticillium_wilt
24.9,27.0,6.33,412.4,30.6,44.0,47.3,verticillium_wilt
24.3,20.1,6.62,403.3,35.4,49.4,34.3,verticillium_wilt
15.6,21.5,6.23,478.9,34.7,40.5,30.3,verticillium_wilt
27.6,23.2,6.11,363.2,43.3,32.9,40.2,verticillium_wilt
28.3,23.9,6.02,574.9,39.5,39.5,44.1,verticillium_wilt
20.6,25.7,6.52,638.4,35.0,30.5,42.9,verticillium_wilt
21.6,22.5,6.58,314.4,32.3,47.1,31.2,verticillium_wilt
29.9,22.1,6.86,530.0,47.3,47.0,48.6,verticillium_wilt
23.8,27.3,6.65,594.0,34.9,34.9,48.2,verticillium_wilt
23.8,18.7,6.51,578.8,40.4,36.2,35.9,verticillium_wilt
23.6,22.1,6.21,491.2,33.3,34.4,38.8,verticillium_wilt
18.7,26.8,6.5,521.9,41.7,40.0,39.8,verticillium_wilt
26.2,19.5,6.28,494.0,39.7,41.5,45.2,verticillium_wilt
24.3,27.9,6.05,684.2,49.0,31.5,47.0,verticillium_wilt
27.6,28.0,6.21,661.6,39.2,48.2,43.9,verticillium_wilt
18.2,25.9,6.44,414.6,30.9,31.9,32.8,verticillium_wilt
20.1,27.7,6.66,654.3,32.8,39.6,33.0,verticillium_wilt
24.1,20.1,6.37,356.2,44.2,48.2,41.8,verticillium_wilt
19.0,27.5,6.14,619.8,34.8,37.4,35.8,verticillium_wilt
20.1,27.0,6.53,635.2,37.9,30.9,47.4,verticillium_wilt
21.1,25.4,6.25,694.2,31.9,43.1,31.6,verticillium_wilt
18.8,18.2,6.28,632.5,44.7,40.5,32.7,verticillium_wilt
18.7,25.9,6.06,446.2,49.2,36.8,37.6,verticillium_wilt
28.4,20.1,6.49,386.1,38.2,30.7,45.7,verticillium_wilt
15.4,20.3,6.18,350.4,33.3,36.3,39.2,verticillium_wilt
29.0,20.6,6.87,629.5,33.8,32.1,38.5,verticillium_wilt
27.7,25.6,6.19,613.9,34.8,34.7,44.8,verticillium_wilt
24.2,20.9,6.25,689.4,34.7,35.9,32.4,verticillium_wilt
25.5,19.9,6.77,307.3,32.6,49.4,46.7,verticillium_wilt
26.6,19.5,6.45,417.9,45.2,33.5,42.2,verticillium_wilt
29.9,19.6,6.63,603.6,40.1,39.7,43.7,verticillium_wilt
59.1,26.8,6.14,981.2,24.7,28.0,33.3,pythium_root_rot
53.8,23.4,6.69,1386.1,27.8,24.6,31.9,pythium_root_rot
68.3,30.9,6.97,1193.3,25.7,22.7,39.3,pythium_root_rot
69.7,22.5,6.08,929.8,30.4,25.3,29.0,pythium_root_rot
53.7,23.3,6.36,1262.6,21.7,27.0,28.9,pythium_root_rot
53.4,29.5,6.53,1093.5,32.6,30.1,28.2,pythium_root_rot
50.9,25.4,6.77,923.1,22.5,24.0,23.5,pythium_root_rot
65.3,30.6,6.1,1291.1,31.1,20.4,28.9,pythium_root_rot
53.1,23.5,6.88,1207.6,31.8,37.8,20.1,pythium_root_rot
62.4,22.5,6.19,914.8,30.3,29.0,22.1,pythium_root_rot
53.0,27.5,6.46,1385.8,39.4,39.9,24.6,pythium_root_rot
56.1,30.7,6.73,961.1,37.8,31.0,33.2,pythium_root_rot
56.9,27.8,6.38,1145.7,29.5,25.9,33.7,pythium_root_rot
52.1,22.6,6.52,873.0,31.7,35.4,38.0,pythium_root_rot
56.9,22.7,6.75,867.2,24.0,29.8,20.2,pythium_root_rot
62.0,28.5,6.49,1049.5,29.9,28.1,32.9,pythium_root_rot
58.7,26.1,6.02,1213.6,34.7,33.0,28.4,pythium_root_rot
62.5,29.0,6.88,1017.8,33.8,20.4,38.8,pythium_root_rot
69.7,23.1,6.45,991.0,34.9,26.2,20.9,pythium_root_rot
50.4,28.0,6.1,1273.4,38.9,34.5,37.6,pythium_root_rot
64.0,29.2,6.23,1093.6,20.8,36.6,26.1,pythium_root_rot
55.4,25.8,6.42,911.1,30.2,23.7,29.1,pythium_root_rot
69.4,24.0,6.58,897.6,36.8,39.1,34.0,pythium_root_rot
57.2,23.1,6.6,1235.6,20.7,36.0,37.6,pythium_root_rot
56.9,30.2,6.04,822.9,23.0,32.8,28.0,pythium_root_rot
62.6,25.4,6.23,1380.4,39.4,32.4,27.3,pythium_root_rot
57.3,28.1,6.86,896.4,29.0,31.5,30.0,pythium_root_rot
56.8,24.5,6.36,946.1,31.9,28.3,37.0,pythium_root_rot
52.9,30.6,6.84,1183.3,23.9,21.1,25.5,pythium_root_rot
55.3,28.6,6.58,1119.0,38.2,33.0,21.5,pythium_root_rot
66.7,27.8,6.67,1392.2,26.8,36.8,28.6,pythium_root_rot
59.3,28.8,6.05,836.1,37.9,39.2,39.3,pythium_root_rot
58.8,29.8,6.99,1350.7,29.7,32.5,22.7,pythium_root_rot
62.6,22.3,6.51,896.4,20.2,31.0,25.8,pythium_root_rot
52.0,22.6,6.01,995.0,27.9,34.1,24.8,pythium_root_rot
57.6,29.2,6.88,1222.0,22.0,37.4,37.3,pythium_root_rot
66.2,30.6,6.06,994.4,39.1,37.8,38.4,pythium_root_rot
65.0,27.4,6.31,1306.9,30.3,37.5,22.9,pythium_root_rot
56.4,23.7,6.4,1151.7,29.6,27.2,22.6,pythium_root_rot
64.4,29.2,6.05,1172.0,30.8,27.2,30.1,pythium_root_rot
69.7,29.3,6.53,1153.7,38.8,29.0,27.3,pythium_root_rot
62.2,28.8,6.31,909.0,23.2,29.1,34.5,pythium_root_rot
55.1,22.9,6.77,1098.6,24.3,32.9,30.1,pythium_root_rot
54.7,29.6,6.82,1126.6,39.5,28.1,39.7,pythium_root_rot
61.6,26.8,6.05,872.5,35.1,39.8,22.6,pythium_root_rot
64.4,29.1,6.1,821.0,36.3,33.6,21.7,pythium_root_rot
56.2,28.5,6.87,1382.0,23.3,21.1,30.6,pythium_root_rot
51.0,30.3,6.5,1252.0,39.9,38.6,31.0,pythium_root_rot
52.2,27.7,6.03,1096.0,39.1,28.6,39.5,pythium_root_rot
58.3,22.9,6.35,1329.1,23.1,35.6,27.8,pythium_root_rot
65.8,27.6,6.93,1293.4,23.1,26.7,34.7,pythium_root_rot
59.3,30.0,6.48,1371.2,32.1,24.4,38.3,pythium_root_rot
51.8,24.6,6.14,1268.6,27.4,31.0,37.4,pythium_root_rot
64.4,23.3,6.81,1374.6,21.4,32.3,36.0,pythium_root_rot
60.5,22.4,6.34,1313.9,20.7,25.4,36.0,pythium_root_rot
58.1,29.5,6.7,955.9,29.9,36.0,36.5,pythium_root_rot
61.4,23.4,6.37,923.5,24.9,37.6,34.4,pythium_root_rot
57.7,25.9,6.98,1190.2,21.9,31.6,31.7,pythium_root_rot
53.0,31.1,6.73,1233.9,29.2,25.7,21.3,pythium_root_rot
69.9,27.7,6.08,950.5,34.4,36.9,36.9,pythium_root_rot
55.9,27.5,6.7,911.4,39.3,24.9,33.2,pythium_root_rot
52.2,22.8,6.8,810.7,25.8,25.4,28.2,pythium_root_rot
55.4,27.3,6.53,1179.1,27.2,34.9,30.3,pythium_root_rot
65.5,27.4,6.44,831.8,36.9,22.2,30.6,pythium_root_rot
65.1,26.8,6.92,1100.5,20.0,29.1,36.9,pythium_root_rot
51.6,25.3,6.64,1348.5,38.5,24.9,23.5,pythium_root_rot
64.2,26.4,6.77,883.6,36.9,24.0,21.0,pythium_root_rot
58.8,28.0,6.83,1239.7,25.9,20.6,25.0,pythium_root_rot
56.6,31.6,6.69,1133.4,24.4,32.3,33.7,pythium_root_rot
52.5,28.6,6.77,1134.7,30.5,26.0,28.1,pythium_root_rot
59.7,23.9,6.51,1082.0,30.3,32.8,38.7,pythium_root_rot
60.6,23.0,6.48,1322.0,29.4,25.4,30.7,pythium_root_rot
67.5,24.7,6.59,1240.5,26.8,37.1,39.7,pythium_root_rot
64.7,27.6,6.92,886.6,30.2,33.4,39.2,pythium_root_rot
55.3,22.8,6.31,1344.0,31.0,23.3,35.7,pythium_root_rot
63.2,28.2,6.49,815.0,21.0,37.7,27.1,pythium_root_rot
52.7,27.6,6.87,1358.6,21.9,28.0,38.4,pythium_root_rot
65.4,29.5,6.56,892.3,26.8,33.4,34.0,pythium_root_rot
51.5,26.3,6.37,940.4,20.3,24.3,31.8,pythium_root_rot
58.0,25.5,6.33,1371.4,34.4,28.1,37.7,pythium_root_rot
56.1,26.7,6.47,1397.3,36.1,27.8,20.0,pythium_root_rot
65.4,23.5,6.93,1186.3,33.2,29.9,29.9,pythium_root_rot
61.3,29.0,6.34,1194.2,25.2,20.1,29.6,pythium_root_rot
56.4,26.7,6.22,1084.8,37.1,29.6,36.8,pythium_root_rot
66.8,27.5,6.65,897.2,38.8,35.0,32.8,pythium_root_rot
63.8,22.3,7.0,1182.9,36.3,32.3,32.6,pythium_root_rot
65.4,26.1,6.25,1025.6,36.8,39.3,22.7,pythium_root_rot
64.6,31.2,6.57,927.4,33.2,40.0,30.0,pythium_root_rot
65.3,30.9,6.12,1021.3,32.0,33.7,27.1,pythium_root_rot
60.7,27.2,6.59,1331.7,25.3,22.9,22.4,pythium_root_rot
62.1,26.9,6.82,1094.6,22.4,31.7,35.2,pythium_root_rot
62.1,25.5,6.24,812.2,37.1,33.0,20.3,pythium_root_rot
57.9,31.9,6.96,900.1,28.0,21.0,36.9,pythium_root_rot
60.1,27.0,6.23,1342.2,25.3,38.7,27.1,pythium_root_rot
56.7,30.9,6.09,1387.6,38.1,32.9,35.8,pythium_root_rot
57.7,23.9,6.86,1109.9,20.1,30.4,31.8,pythium_root_rot
68.8,31.1,6.99,1149.4,37.0,25.0,27.8,pythium_root_rot
54.2,29.5,6.17,1087.4,25.1,28.2,22.8,pythium_root_rot
64.0,22.7,6.4,1070.9,27.6,26.8,24.5,pythium_root_rot
63.2,22.9,6.5,1113.2,33.5,25.0,24.8,pythium_root_rot
55.5,24.2,6.77,859.6,34.3,26.1,29.9,pythium_root_rot
57.7,27.8,6.19,1078.6,31.9,20.8,32.6,pythium_root_rot
54.6,25.8,6.46,965.6,27.6,21.1,31.7,pythium_root_rot
65.4,25.3,6.47,1049.5,34.1,33.1,25.4,pythium_root_rot
53.6,30.8,6.87,893.4,31.3,34.2,34.2,pythium_root_rot
65.6,24.1,6.46,968.0,32.3,22.3,27.9,pythium_root_rot
69.9,29.5,6.01,993.8,30.6,31.7,29.2,pythium_root_rot
57.4,31.5,6.03,1140.9,35.3,22.5,39.4,pythium_root_rot
69.4,30.0,6.63,1272.6,38.7,30.0,24.7,pythium_root_rot
65.2,22.7,6.57,1207.1,25.9,21.8,27.6,pythium_root_rot
53.7,27.9,6.89,885.9,32.6,25.7,20.9,pythium_root_rot
64.9,28.1,6.15,839.7,28.8,30.0,34.2,pythium_root_rot
53.9,24.6,6.92,864.3,24.8,26.2,39.9,pythium_root_rot
52.1,24.5,6.96,1029.3,39.7,38.2,24.4,pythium_root_rot
60.4,29.2,6.83,1304.7,27.3,20.7,22.0,pythium_root_rot
62.1,25.4,6.16,1326.2,23.4,28.0,26.5,pythium_root_rot
61.9,30.2,6.98,1064.9,37.9,34.8,30.2,pythium_root_rot
55.1,23.2,6.39,1309.9,34.6,23.9,27.4,pythium_root_rot
58.0,29.6,6.87,1319.1,33.7,27.3,21.2,pythium_root_rot
55.3,28.7,6.17,1109.7,36.9,26.3,37.3,pythium_root_rot
61.0,27.7,6.29,1076.2,38.6,25.4,37.9,pythium_root_rot
66.5,24.3,6.89,1193.5,23.8,35.3,36.0,pythium_root_rot
63.1,26.9,6.99,1305.2,30.7,20.0,22.0,pythium_root_rot
68.6,24.2,6.17,1267.6,23.4,29.7,22.7,pythium_root_rot
63.7,25.3,6.15,939.7,27.9,27.1,36.7,pythium_root_rot
60.5,27.4,6.5,893.9,20.3,28.1,24.8,pythium_root_rot
67.2,29.3,6.01,1126.6,20.6,31.1,38.5,pythium_root_rot
55.2,26.5,6.47,1113.0,27.6,22.9,27.6,pythium_root_rot
60.9,30.0,6.21,997.1,30.2,38.6,22.6,pythium_root_rot
61.6,26.8,6.84,859.9,24.3,39.8,26.4,pythium_root_rot
60.1,22.7,6.66,1220.1,28.9,25.0,35.8,pythium_root_rot
50.8,25.2,6.6,1083.3,39.2,35.1,26.8,pythium_root_rot
62.7,27.3,6.28,956.0,31.2,36.2,31.9,pythium_root_rot
56.2,25.0,6.22,1276.5,38.6,29.7,32.4,pythium_root_rot
63.8,31.1,6.45,1136.4,30.1,32.8,39.1,pythium_root_rot
66.9,29.0,6.19,1362.5,23.8,37.0,32.3,pythium_root_rot
60.9,30.1,6.66,862.8,29.2,33.0,35.3,pythium_root_rot
67.7,23.0,6.61,1004.1,34.0,32.9,26.1,pythium_root_rot
64.8,30.4,6.45,912.2,27.6,22.2,30.3,pythium_root_rot
67.7,24.2,6.39,801.6,30.3,33.1,29.5,pythium_root_rot
67.7,24.3,6.32,1370.3,38.5,37.4,36.8,pythium_root_rot
64.6,23.4,6.88,880.2,20.0,29.4,35.9,pythium_root_rot
54.7,22.1,6.36,1325.2,31.5,35.0,31.9,pythium_root_rot
62.0,28.6,6.9,840.9,21.5,31.7,36.5,pythium_root_rot
59.9,31.7,6.94,1002.3,36.7,20.7,20.0,pythium_root_rot
65.4,24.8,6.84,908.2,21.3,37.0,24.7,pythium_root_rot
59.0,31.4,6.74,1129.1,25.8,26.8,24.0,pythium_root_rot
58.9,31.4,6.09,890.6,26.7,26.5,38.6,pythium_root_rot
69.2,31.6,6.48,924.1,39.9,33.5,32.9,pythium_root_rot
63.8,28.0,7.0,1201.9,34.1,35.8,23.5,pythium_root_rot
52.9,23.2,6.31,1147.1,33.7,25.4,28.3,pythium_root_rot
62.9,27.9,6.94,1318.0,29.3,34.1,22.2,pythium_root_rot
66.6,23.1,6.77,804.3,25.5,26.7,28.1,pythium_root_rot
62.5,28.7,6.0,1250.7,30.8,30.2,25.7,pythium_root_rot
63.9,25.1,6.68,906.3,37.5,23.8,30.6,pythium_root_rot
56.5,28.0,6.33,1355.5,32.1,23.7,29.1,pythium_root_rot
67.2,28.6,6.44,899.1,32.9,33.7,20.7,pythium_root_rot
62.8,23.2,6.95,1395.5,25.8,21.9,27.1,pythium_root_rot
54.5,22.7,6.6,1023.0,29.2,32.2,33.4,pythium_root_rot
61.2,30.0,6.9,1243.1,33.3,28.5,26.5,pythium_root_rot
51.9,30.1,6.79,945.1,33.5,29.4,25.8,pythium_root_rot
66.7,29.7,6.91,1034.9,26.0,20.1,31.5,pythium_root_rot
58.1,23.9,6.75,1306.1,35.7,29.5,25.9,pythium_root_rot
50.1,31.5,6.1,902.2,26.7,32.8,28.7,pythium_root_rot
53.6,31.4,6.24,1320.9,21.4,33.3,37.6,pythium_root_rot
58.6,28.3,6.49,1325.8,23.5,27.3,36.0,pythium_root_rot
62.5,22.5,6.5,876.5,33.8,29.9,32.5,pythium_root_rot
60.2,24.8,6.16,1034.6,34.3,35.5,29.5,pythium_root_rot
67.3,25.4,6.99,883.2,23.9,39.2,21.2,pythium_root_rot
51.0,24.4,6.42,1374.1,35.4,23.9,24.1,pythium_root_rot
65.0,30.5,6.11,998.1,21.6,20.6,34.8,pythium_root_rot
67.6,22.0,6.89,967.8,20.3,21.5,29.7,pythium_root_rot
65.8,28.9,6.23,975.6,26.4,36.2,24.5,pythium_root_rot
63.6,30.7,6.47,869.7,31.7,38.4,21.7,pythium_root_rot
66.4,23.7,6.23,1304.7,25.3,34.1,22.6,pythium_root_rot
57.4,23.1,6.02,1105.4,21.9,25.8,23.9,pythium_root_rot
67.1,31.1,6.76,1303.2,28.5,28.0,37.9,pythium_root_rot
66.9,25.4,6.88,1076.6,28.9,35.5,27.7,pythium_root_rot
54.2,27.2,6.66,1142.8,33.8,27.1,30.8,pythium_root_rot
57.4,29.5,6.61,827.0,23.4,22.7,34.6,pythium_root_rot
67.5,28.5,6.19,1128.3,35.0,33.3,30.1,pythium_root_rot
56.5,31.5,6.57,1211.7,29.6,31.8,25.0,pythium_root_rot
54.8,28.3,6.91,1010.7,32.3,30.9,20.8,pythium_root_rot
67.6,23.8,6.07,1096.7,29.3,36.7,27.9,pythium_root_rot
59.2,28.6,6.77,919.2,30.5,29.7,27.6,pythium_root_rot
55.6,23.8,6.8,1246.2,23.8,27.3,35.7,pythium_root_rot
52.6,25.1,6.1,1211.4,20.3,29.1,20.9,pythium_root_rot
57.7,25.2,6.46,1279.1,32.1,29.9,37.0,pythium_root_rot
63.8,31.1,6.06,1323.8,22.5,26.8,35.7,pythium_root_rot
59.0,31.7,6.82,1257.8,39.4,27.8,37.1,pythium_root_rot
68.2,26.3,6.25,1020.5,38.0,30.1,22.6,pythium_root_rot
51.1,27.8,6.15,1327.5,32.6,32.4,37.1,pythium_root_rot
61.2,24.6,6.01,1135.5,28.1,28.7,34.3,pythium_root_rot
60.9,30.1,6.22,1017.6,38.5,30.0,24.2,pythium_root_rot
68.3,22.2,6.57,1157.7,30.1,39.9,30.7,pythium_root_rot
50.4,28.0,6.25,1095.5,37.0,22.3,36.5,pythium_root_rot
67.3,30.2,6.93,1367.6,34.0,21.5,22.1,pythium_root_rot
50.8,26.8,6.12,815.0,38.4,29.1,36.1,pythium_root_rot
53.4,30.3,7.0,1055.3,37.3,21.0,29.0,pythium_root_rot
63.5,22.7,6.29,834.8,31.9,28.6,24.3,pythium_root_rot
56.4,25.2,6.34,1120.3,35.7,48.6,31.5,rhizoctonia_root_rot
47.9,29.1,5.97,1044.6,38.1,48.4,36.4,rhizoctonia_root_rot
55.7,26.6,6.04,898.4,48.1,31.9,45.3,rhizoctonia_root_rot
50.8,27.5,6.14,701.0,36.5,39.0,34.8,rhizoctonia_root_rot
49.8,28.8,6.41,1163.1,34.9,36.4,43.9,rhizoctonia_root_rot
41.8,26.6,6.03,1116.3,42.2,33.7,47.8,rhizoctonia_root_rot
57.1,24.3,5.89,840.0,43.4,35.6,44.0,rhizoctonia_root_rot
55.8,28.8,5.98,822.7,31.4,45.2,40.8,rhizoctonia_root_rot
48.7,27.1,6.4,741.1,38.3,32.8,36.0,rhizoctonia_root_rot
56.6,25.6,6.46,822.4,35.2,43.2,46.3,rhizoctonia_root_rot
41.7,28.2,5.85,724.2,38.2,40.8,39.0,rhizoctonia_root_rot
59.6,28.5,6.12,709.5,39.2,31.9,31.4,rhizoctonia_root_rot
44.3,27.0,6.48,752.7,30.1,48.9,30.6,rhizoctonia_root_rot
52.8,25.9,6.35,1087.0,33.3,40.8,37.7,rhizoctonia_root_rot
48.0,26.1,5.8,1020.9,43.4,33.4,31.7,rhizoctonia_root_rot
48.8,25.6,6.35,890.2,46.0,34.3,46.8,rhizoctonia_root_rot
40.6,26.4,5.82,1014.7,32.9,37.3,30.4,rhizoctonia_root_rot
47.0,29.7,6.2,828.1,30.3,39.6,40.6,rhizoctonia_root_rot
51.7,28.4,6.46,973.9,47.1,35.6,41.8,rhizoctonia_root_rot
41.9,29.3,6.12,937.8,34.4,38.7,30.2,rhizoctonia_root_rot
45.8,29.8,5.9,1062.7,46.4,40.2,37.5,rhizoctonia_root_rot
48.3,29.6,5.91,1088.5,44.1,33.9,35.3,rhizoctonia_root_rot
43.5,27.3,6.2,1066.2,49.7,36.4,46.6,rhizoctonia_root_rot
51.5,26.7,6.13,985.4,43.0,43.4,49.7,rhizoctonia_root_rot
57.9,24.7,6.04,1074.8,38.1,36.5,33.7,rhizoctonia_root_rot
52.4,26.8,5.84,1120.3,44.6,38.6,31.4,rhizoctonia_root_rot
40.8,27.4,6.26,1062.0,48.8,33.1,30.3,rhizoctonia_root_rot
53.9,27.2,6.38,728.8,31.3,36.6,43.9,rhizoctonia_root_rot
53.8,28.9,6.38,947.9,46.2,37.1,47.8,rhizoctonia_root_rot
40.1,29.7,6.46,1154.5,48.2,31.8,48.3,rhizoctonia_root_rot
46.3,25.7,5.8,958.5,40.3,41.6,39.5,rhizoctonia_root_rot
49.6,26.4,5.99,911.6,48.3,45.9,47.4,rhizoctonia_root_rot
55.9,27.9,6.13,927.4,31.0,42.8,38.7,rhizoctonia_root_rot
41.1,28.5,6.35,1167.2,34.3,37.5,43.8,rhizoctonia_root_rot
48.4,26.4,6.31,953.4,45.7,31.4,49.8,rhizoctonia_root_rot
42.3,24.9,6.45,965.7,30.1,39.3,30.1,rhizoctonia_root_rot
51.6,24.3,5.92,967.4,38.3,42.8,38.5,rhizoctonia_root_rot
49.0,24.0,6.34,884.2,44.7,34.1,31.6,rhizoctonia_root_rot
42.2,29.6,5.94,728.4,41.5,45.1,33.9,rhizoctonia_root_rot
51.5,28.2,6.0,770.3,43.0,42.2,37.7,rhizoctonia_root_rot
49.5,27.5,6.29,1060.6,33.4,44.5,39.6,rhizoctonia_root_rot
57.1,27.6,6.31,942.6,32.9,40.7,48.9,rhizoctonia_root_rot
47.4,28.7,6.14,1139.9,47.1,45.5,38.5,rhizoctonia_root_rot
40.3,28.7,6.14,960.6,42.0,40.9,36.9,rhizoctonia_root_rot
48.8,27.9,6.4,1127.3,42.8,46.5,37.0,rhizoctonia_root_rot
59.6,28.6,6.14,1136.4,45.2,47.4,40.5,rhizoctonia_root_rot
41.5,29.4,5.81,970.9,32.1,45.7,33.7,rhizoctonia_root_rot
46.4,24.7,5.93,853.4,35.4,42.6,44.8,rhizoctonia_root_rot
56.7,25.5,6.33,1022.1,36.8,47.0,45.5,rhizoctonia_root_rot
56.0,27.6,6.11,1053.9,48.5,42.0,40.9,rhizoctonia_root_rot
49.7,29.8,5.91,721.4,48.7,30.4,44.8,rhizoctonia_root_rot
42.0,27.0,6.28,965.3,32.2,39.0,34.9,rhizoctonia_root_rot
42.5,28.2,6.5,766.0,45.6,35.7,32.2,rhizoctonia_root_rot
57.9,29.0,6.01,1176.2,34.0,45.6,39.0,rhizoctonia_root_rot
46.6,27.9,6.08,769.9,44.0,31.3,33.0,rhizoctonia_root_rot
57.5,24.3,5.95,942.1,31.8,40.9,48.9,rhizoctonia_root_rot
53.6,25.1,6.19,816.4,33.5,46.6,39.0,rhizoctonia_root_rot
42.7,25.4,5.98,1145.5,46.4,49.5,48.2,rhizoctonia_root_rot
59.0,29.3,6.16,1174.0,37.9,33.8,42.6,rhizoctonia_root_rot
41.0,25.0,6.05,717.9,33.2,31.5,38.2,rhizoctonia_root_rot
58.1,28.9,5.96,1111.1,43.6,48.9,31.7,rhizoctonia_root_rot
49.5,27.1,6.17,739.7,35.7,30.7,36.0,rhizoctonia_root_rot
50.1,24.5,6.4,1185.3,30.5,36.5,35.5,rhizoctonia_root_rot
50.2,29.8,5.85,853.7,44.0,33.1,43.6,rhizoctonia_root_rot
51.1,27.5,5.99,997.2,30.5,42.9,41.9,rhizoctonia_root_rot
54.1,28.0,5.96,722.3,43.0,44.8,36.9,rhizoctonia_root_rot
41.5,29.7,6.25,733.9,46.0,40.8,40.0,rhizoctonia_root_rot
43.2,26.6,5.8,874.6,38.6,34.9,45.7,rhizoctonia_root_rot
57.2,29.3,6.15,1184.0,32.4,45.0,49.3,rhizoctonia_root_rot
42.1,28.5,6.02,976.6,30.3,32.4,43.3,rhizoctonia_root_rot
46.7,26.5,6.07,804.3,43.3,30.0,49.3,rhizoctonia_root_rot
52.1,28.4,6.39,1130.5,45.3,30.3,42.8,rhizoctonia_root_rot
45.5,25.4,6.35,724.7,36.7,38.6,49.7,rhizoctonia_root_rot
53.9,27.6,6.02,1022.3,47.6,37.2,37.8,rhizoctonia_root_rot
49.6,27.2,6.14,1101.7,45.8,46.8,40.1,rhizoctonia_root_rot
47.5,25.9,6.49,1123.8,41.3,32.0,44.0,rhizoctonia_root_rot
45.0,29.1,5.91,897.8,31.2,44.1,36.8,rhizoctonia_root_rot
45.7,24.5,6.32,1152.4,46.4,44.3,35.7,rhizoctonia_root_rot
52.0,29.9,6.12,933.5,35.0,40.8,43.8,rhizoctonia_root_rot
47.5,29.4,5.95,908.0,46.1,31.8,31.8,rhizoctonia_root_rot
50.5,28.2,6.35,1115.8,40.0,47.8,44.3,rhizoctonia_root_rot
40.2,27.0,6.04,737.6,34.7,41.6,41.8,rhizoctonia_root_rot
55.1,29.9,6.11,784.1,44.4,44.8,33.5,rhizoctonia_root_rot
48.3,28.4,6.12,732.2,43.2,33.5,32.9,rhizoctonia_root_rot
43.9,25.5,5.86,772.7,30.4,30.2,42.3,rhizoctonia_root_rot
46.5,25.5,5.94,902.3,31.7,48.4,36.8,rhizoctonia_root_rot
52.9,27.6,6.47,911.5,45.6,32.2,37.6,rhizoctonia_root_rot
40.2,27.3,6.21,1198.9,34.3,30.2,31.0,rhizoctonia_root_rot
57.9,24.3,5.8,848.8,43.2,45.4,33.2,rhizoctonia_root_rot
53.3,28.4,6.38,1028.7,44.8,48.1,44.0,rhizoctonia_root_rot
54.3,28.2,5.85,1171.5,32.8,30.4,43.8,rhizoctonia_root_rot
41.7,29.4,5.97,815.6,36.1,38.2,36.5,rhizoctonia_root_rot
58.2,27.1,6.16,738.6,42.6,30.7,36.0,rhizoctonia_root_rot
52.7,25.9,5.96,785.3,30.6,30.1,46.5,rhizoctonia_root_rot
47.9,29.1,6.16,902.0,36.6,31.5,39.5,rhizoctonia_root_rot
50.0,28.2,6.37,1026.4,41.4,47.9,34.9,rhizoctonia_root_rot
50.8,29.9,6.36,982.0,34.0,33.5,35.2,rhizoctonia_root_rot
55.5,24.1,6.02,944.0,38.0,32.9,38.8,rhizoctonia_root_rot
58.4,29.1,6.1,960.8,32.5,46.0,32.5,rhizoctonia_root_rot
55.7,24.1,6.36,779.9,30.8,36.0,49.7,rhizoctonia_root_rot
50.7,28.9,6.46,1022.6,46.2,49.4,44.3,rhizoctonia_root_rot
55.2,29.3,6.04,848.5,49.6,42.5,35.1,rhizoctonia_root_rot
40.1,26.2,5.85,722.8,37.4,36.9,46.5,rhizoctonia_root_rot
54.9,27.7,5.81,716.3,44.1,34.8,44.4,rhizoctonia_root_rot
44.3,29.8,5.89,1134.9,43.8,34.0,44.9,rhizoctonia_root_rot
55.6,24.4,5.92,875.5,45.7,42.7,34.1,rhizoctonia_root_rot
42.4,27.1,6.07,947.4,30.7,33.3,45.1,rhizoctonia_root_rot
45.5,25.7,5.99,1118.3,36.0,30.5,44.3,rhizoctonia_root_rot
44.8,29.4,6.18,806.0,31.9,31.9,49.1,rhizoctonia_root_rot
54.3,25.9,5.87,1155.1,33.3,36.4,34.7,rhizoctonia_root_rot
44.0,25.4,6.07,862.9,36.4,41.6,42.1,rhizoctonia_root_rot
52.4,26.7,6.08,1184.9,31.3,48.5,42.7,rhizoctonia_root_rot
58.6,27.9,5.9,1148.1,37.2,37.3,49.8,rhizoctonia_root_rot
50.1,27.0,6.2,892.4,38.2,42.1,31.7,rhizoctonia_root_rot
46.5,25.3,6.46,777.7,39.9,40.8,36.5,rhizoctonia_root_rot
56.4,29.8,6.12,820.1,35.4,49.0,47.7,rhizoctonia_root_rot
48.5,29.3,5.91,786.6,44.2,40.3,30.0,rhizoctonia_root_rot
59.4,25.1,5.97,873.4,47.8,47.7,39.3,rhizoctonia_root_rot
46.2,26.0,6.42,727.9,42.5,46.3,36.3,rhizoctonia_root_rot
