moisture,temperature,ph,ec,nitrogen,phosphorus,potassium,disease
77.4,22.4,6.26,1097.7,20.2,34.4,28.0,neck_rot
66.0,19.6,6.11,924.0,22.9,23.9,11.6,neck_rot
61.3,22.3,6.4,963.9,26.7,28.8,21.1,neck_rot
78.3,18.1,6.36,1067.1,10.3,37.9,23.3,neck_rot
71.5,19.8,5.86,811.9,20.1,20.9,16.0,neck_rot
72.3,21.8,6.39,1136.1,28.3,25.2,18.9,neck_rot
60.9,19.2,5.93,1136.8,11.4,21.0,18.0,neck_rot
78.4,18.7,6.03,809.2,25.8,21.0,19.8,neck_rot
68.0,22.4,6.11,842.1,29.3,33.6,19.5,neck_rot
73.4,20.7,6.36,812.2,28.5,38.2,25.3,neck_rot
64.4,18.0,5.9,962.1,10.2,21.1,17.1,neck_rot
64.4,19.6,6.0,1031.1,22.1,35.1,20.2,neck_rot
60.7,22.1,6.2,810.1,16.0,24.5,11.9,neck_rot
74.0,23.4,5.95,1122.1,22.2,25.0,24.1,neck_rot
78.2,19.7,5.99,960.0,28.4,33.6,23.0,neck_rot
60.4,21.4,5.99,870.7,11.3,30.6,20.4,neck_rot
64.9,21.3,6.11,1043.8,28.2,23.3,22.3,neck_rot
67.6,22.4,5.83,902.5,23.2,28.4,27.8,neck_rot
73.9,21.8,5.61,928.1,22.3,27.5,23.4,neck_rot
72.5,21.4,6.24,1159.1,21.1,24.3,29.6,neck_rot
65.8,21.6,5.57,1063.9,18.0,37.2,19.0,neck_rot
69.0,23.1,6.15,928.2,23.7,22.7,21.4,neck_rot
78.9,22.0,5.84,1000.7,26.2,29.3,21.4,neck_rot
71.3,20.6,5.61,1090.5,16.0,38.7,25.5,neck_rot
64.5,23.5,6.09,1159.4,17.3,23.5,29.5,neck_rot
78.6,21.7,6.29,1066.7,25.9,37.3,12.2,neck_rot
61.0,23.9,6.31,1115.9,14.0,35.7,17.2,neck_rot
67.3,18.0,5.95,1037.5,11.3,21.7,17.1,neck_rot
75.7,22.3,5.95,1092.1,17.3,23.2,16.4,neck_rot
65.4,22.3,6.21,1049.3,17.6,29.8,24.6,neck_rot
70.1,19.2,5.85,963.6,29.7,33.9,10.9,neck_rot
62.1,23.6,6.12,897.5,16.7,35.6,19.3,neck_rot
79.7,21.7,5.87,1189.0,18.9,29.7,27.5,neck_rot
61.1,22.5,6.02,826.0,15.6,22.1,17.0,neck_rot
64.4,19.4,5.66,1028.9,28.0,37.5,29.6,neck_rot
78.9,20.1,5.68,912.6,24.1,33.8,18.5,neck_rot
62.8,20.8,6.43,1116.8,28.5,23.9,18.8,neck_rot
60.5,22.7,5.64,1101.4,14.9,21.8,25.6,neck_rot
67.0,22.2,6.21,922.3,19.6,26.3,10.8,neck_rot
78.7,22.2,5.86,813.9,17.6,27.3,25.7,neck_rot
73.1,18.5,5.99,976.1,17.8,21.6,28.2,neck_rot
72.0,19.4,6.22,1087.9,29.8,20.1,10.2,neck_rot
71.8,21.3,5.75,1190.8,21.3,37.4,20.8,neck_rot
78.1,19.9,6.23,866.3,20.6,38.1,15.6,neck_rot
78.6,23.6,5.79,1055.1,29.0,38.6,29.4,neck_rot
73.8,22.5,5.67,825.6,29.3,30.7,15.2,neck_rot
74.4,22.3,5.99,968.4,14.5,30.9,18.6,neck_rot
68.5,22.5,5.77,975.9,29.4,37.3,12.6,neck_rot
64.8,19.4,6.15,923.8,27.1,35.7,22.8,neck_rot
72.1,18.9,6.2,811.9,20.3,27.2,26.6,neck_rot
64.1,20.7,5.57,1027.8,12.2,24.0,19.1,neck_rot
62.3,20.3,6.09,1152.2,17.7,33.8,27.1,neck_rot
63.5,21.4,6.04,994.9,24.0,27.8,11.4,neck_rot
63.6,21.1,6.2,856.4,19.0,36.2,12.7,neck_rot
72.7,22.0,6.29,1051.0,25.4,31.1,14.7,neck_rot
61.8,19.5,6.12,937.4,12.8,21.6,18.1,neck_rot
66.6,19.5,5.89,977.0,26.6,33.9,22.4,neck_rot
62.0,22.0,6.33,1021.6,27.7,25.8,15.8,neck_rot
60.3,21.6,6.22,985.9,14.4,29.4,17.9,neck_rot
75.4,18.2,6.31,1092.1,28.2,31.4,24.8,neck_rot
76.6,23.7,6.3,944.6,26.3,34.6,29.3,neck_rot
77.5,22.1,5.75,879.1,22.9,22.3,25.7,neck_rot
76.8,19.8,6.48,863.7,23.8,38.5,22.8,neck_rot
62.6,18.5,6.39,1128.0,19.4,32.2,26.2,neck_rot
68.6,23.0,5.55,979.6,13.6,32.5,27.3,neck_rot
68.7,22.1,6.13,895.2,16.1,21.3,28.9,neck_rot
61.8,19.9,5.74,932.4,12.8,22.2,22.6,neck_rot
60.2,20.1,6.4,887.4,19.9,20.8,17.0,neck_rot
69.0,22.3,6.43,1048.9,15.2,22.4,11.2,neck_rot
75.4,22.2,5.88,1014.7,14.6,33.4,12.4,neck_rot
60.6,18.5,5.75,986.7,11.7,33.5,21.8,neck_rot
69.0,22.6,5.57,1074.9,21.2,21.4,10.9,neck_rot
79.4,21.2,6.21,935.4,21.7,22.7,20.9,neck_rot
71.1,20.4,6.33,965.8,10.5,33.2,12.8,neck_rot
65.4,23.8,6.16,882.7,24.3,36.1,19.0,neck_rot
63.0,22.3,5.56,982.5,17.5,23.2,12.0,neck_rot
60.6,22.1,6.02,953.7,16.1,31.4,24.6,neck_rot
73.3,18.3,5.69,815.6,20.4,39.1,14.1,neck_rot
77.5,23.6,5.75,1142.2,15.8,30.6,29.8,neck_rot
61.5,19.9,6.21,1146.9,25.8,38.2,25.3,neck_rot
67.9,22.9,5.9,1195.1,18.5,23.9,27.7,neck_rot
77.4,20.8,5.95,1115.2,27.2,28.3,17.2,neck_rot
60.6,19.5,5.65,913.4,21.7,29.4,18.6,neck_rot
78.7,23.1,6.25,1075.9,24.8,23.9,28.0,neck_rot
60.3,22.2,5.66,1133.0,10.5,31.4,19.5,neck_rot
79.6,23.7,6.06,1140.0,21.1,37.6,13.0,neck_rot
65.7,21.4,5.65,1179.5,29.6,30.3,17.0,neck_rot
64.5,21.6,6.0,860.7,20.4,36.0,17.3,neck_rot
61.2,18.0,6.27,1011.1,21.7,22.5,26.8,neck_rot
79.8,21.5,6.27,937.4,24.3,32.3,25.1,neck_rot
78.1,23.2,5.79,1190.8,18.4,32.7,23.8,neck_rot
65.0,23.5,5.51,913.8,16.2,36.6,12.7,neck_rot
62.0,20.8,5.96,805.2,23.3,38.4,19.1,neck_rot
74.0,18.4,6.42,1154.9,20.2,37.2,12.5,neck_rot
69.3,22.8,5.57,1149.9,15.2,26.3,22.3,neck_rot
62.4,22.1,5.62,1131.2,18.4,31.1,16.5,neck_rot
62.2,19.9,5.83,1059.0,24.4,23.5,12.2,neck_rot
72.9,23.4,6.4,848.2,23.2,36.2,19.9,neck_rot
61.5,18.8,6.0,1087.6,13.1,22.6,26.8,neck_rot
75.8,21.8,6.12,1120.9,23.8,36.4,14.4,neck_rot
73.0,21.3,5.6,856.4,21.5,33.4,28.8,neck_rot
72.3,18.5,5.64,883.8,10.8,33.1,27.7,neck_rot
73.7,21.1,6.29,914.3,24.8,30.6,26.2,neck_rot
77.5,22.4,6.06,949.2,29.3,38.4,28.3,neck_rot
71.7,18.5,5.91,1132.7,21.1,30.6,26.4,neck_rot
63.2,23.3,5.83,1124.6,29.4,24.5,26.5,neck_rot
65.7,20.5,6.4,1134.5,15.8,40.0,10.5,neck_rot
71.4,22.4,6.1,892.0,19.7,32.1,22.2,neck_rot
60.4,20.4,5.88,996.3,17.2,30.7,18.6,neck_rot
73.0,21.2,5.68,1149.7,17.2,31.3,24.7,neck_rot
61.7,20.6,6.37,955.0,27.5,33.9,15.4,neck_rot
61.4,18.8,6.37,1049.2,29.6,37.5,10.2,neck_rot
64.1,19.5,5.51,1068.1,28.7,29.8,18.0,neck_rot
70.5,23.7,6.32,816.8,15.8,29.5,15.2,neck_rot
70.1,18.4,6.48,1158.4,27.6,20.0,19.2,neck_rot
65.1,19.6,6.13,1138.1,18.0,32.2,29.6,neck_rot
72.4,20.8,6.47,1193.1,24.4,39.2,23.2,neck_rot
68.3,23.1,5.74,1069.0,29.5,26.5,18.4,neck_rot
68.2,20.7,6.21,918.3,22.9,21.7,16.9,neck_rot
76.5,21.2,6.21,1162.2,21.2,35.9,19.8,neck_rot
66.3,21.4,5.6,814.6,18.0,36.4,27.5,neck_rot
66.3,23.3,5.53,1025.0,29.7,34.5,25.6,neck_rot
76.5,20.4,5.76,977.6,24.2,25.1,18.1,neck_rot
76.0,20.6,6.28,1000.6,22.5,35.7,24.8,neck_rot
60.0,20.8,5.91,1147.3,25.5,26.4,26.8,neck_rot
72.2,19.2,6.25,1123.5,13.6,37.4,12.0,neck_rot
71.8,22.9,6.29,1163.7,23.4,23.6,27.7,neck_rot
77.7,23.2,5.53,902.4,25.3,31.8,26.4,neck_rot
60.8,18.7,5.82,1130.0,24.6,30.4,13.3,neck_rot
78.9,20.0,6.15,834.9,15.1,29.1,27.0,neck_rot
78.7,23.5,6.45,991.7,13.7,24.6,24.8,neck_rot
63.5,23.0,5.84,928.1,10.4,37.6,19.1,neck_rot
76.2,20.5,6.06,1088.3,24.6,25.4,24.7,neck_rot
70.3,18.2,5.9,864.9,18.9,39.9,18.6,neck_rot
78.3,18.5,6.43,869.4,22.0,36.5,14.9,neck_rot
77.5,22.8,6.05,831.1,22.4,28.2,18.7,neck_rot
62.4,21.5,6.4,1162.0,29.1,29.8,14.9,neck_rot
63.8,21.7,6.45,1068.9,22.8,30.8,16.9,neck_rot
76.8,18.3,5.58,1186.4,29.6,25.7,21.9,neck_rot
74.0,21.3,6.3,1008.4,14.3,32.8,29.5,neck_rot
65.3,18.6,6.21,1133.5,14.7,24.3,12.9,neck_rot
73.1,18.4,6.49,817.7,14.9,39.7,27.1,neck_rot
60.2,19.4,5.58,857.4,10.1,23.6,28.4,neck_rot
76.9,21.5,5.73,1132.9,28.9,24.5,16.2,neck_rot
62.5,20.2,5.8,895.6,19.8,23.1,11.3,neck_rot
67.7,22.9,5.7,962.2,18.2,31.3,20.1,neck_rot
76.6,20.0,6.09,1067.3,20.8,34.6,10.4,neck_rot
63.3,19.9,5.86,915.5,20.4,24.6,18.5,neck_rot
77.5,19.2,6.25,952.7,21.0,38.1,24.9,neck_rot
61.1,23.4,5.65,1071.6,10.6,25.7,29.2,neck_rot
66.0,18.0,6.19,812.5,16.1,29.2,19.7,neck_rot
61.8,22.7,6.1,1152.1,24.0,35.3,19.8,neck_rot
69.8,20.3,6.45,1017.4,11.6,26.5,16.8,neck_rot
67.5,20.9,6.05,1117.2,24.7,34.1,25.5,neck_rot
76.1,19.0,5.95,1196.9,15.2,35.0,13.4,neck_rot
78.4,23.0,5.86,961.1,24.7,36.0,26.7,neck_rot
77.0,20.1,6.15,875.9,25.3,37.3,13.5,neck_rot
62.8,18.4,5.99,834.6,19.7,24.2,16.9,neck_rot
69.5,19.6,6.3,1027.1,23.9,23.2,21.2,neck_rot
76.0,22.4,6.49,1082.8,16.0,33.5,18.6,neck_rot
68.3,20.2,6.22,1090.5,18.7,25.9,13.6,neck_rot
60.1,18.6,6.23,1118.2,29.9,32.5,16.9,neck_rot
69.1,19.3,5.68,1060.8,14.8,26.0,15.6,neck_rot
78.9,20.1,6.24,942.2,17.7,22.7,27.8,neck_rot
68.7,19.4,5.67,1176.8,11.0,28.6,22.7,neck_rot
64.7,23.9,6.17,905.3,11.2,37.9,20.5,neck_rot
62.8,18.2,5.6,949.9,22.6,39.1,22.5,neck_rot
60.6,23.4,6.25,1058.0,18.9,35.5,24.0,neck_rot
67.1,19.3,5.52,1176.3,28.9,23.4,23.4,neck_rot
61.0,18.5,6.14,1179.0,15.7,30.0,25.6,neck_rot
70.2,22.7,6.41,861.3,13.6,38.6,10.6,neck_rot
31.2,25.9,6.15,654.6,39.5,34.5,49.6,botrytis_leaf_blight
40.7,27.4,6.48,634.7,47.9,37.6,39.0,botrytis_leaf_blight
38.4,23.5,6.24,620.3,49.3,44.5,43.6,botrytis_leaf_blight
42.6,24.2,6.02,674.5,49.8,30.6,49.6,botrytis_leaf_blight
45.8,23.1,5.67,533.3,45.5,31.8,41.4,botrytis_leaf_blight
37.6,26.5,5.7,667.9,40.5,30.3,47.6,botrytis_leaf_blight
39.8,21.1,5.99,478.2,37.5,34.5,44.8,botrytis_leaf_blight
47.7,25.3,5.75,612.6,36.9,37.9,38.0,botrytis_leaf_blight
32.7,22.4,5.96,543.2,49.3,34.7,31.5,botrytis_leaf_blight
38.8,25.4,5.57,601.1,32.3,41.0,31.0,botrytis_leaf_blight
40.1,23.9,6.47,612.6,32.9,33.6,33.9,botrytis_leaf_blight
49.4,22.7,5.81,596.8,39.5,40.6,32.3,botrytis_leaf_blight
44.7,24.6,5.71,663.1,40.1,46.9,44.5,botrytis_leaf_blight
30.4,24.5,6.48,640.7,40.9,35.5,36.4,botrytis_leaf_blight
32.1,23.1,5.6,597.8,33.3,44.2,31.8,botrytis_leaf_blight
34.7,20.1,6.48,416.0,32.0,30.5,49.9,botrytis_leaf_blight
35.6,26.4,5.73,421.7,30.8,44.5,49.5,botrytis_leaf_blight
37.1,21.0,5.58,474.7,34.9,42.3,37.4,botrytis_leaf_blight
31.0,26.8,6.21,677.6,37.3,46.6,35.7,botrytis_leaf_blight
43.0,22.8,6.45,660.9,37.2,43.6,44.7,botrytis_leaf_blight
31.2,22.8,5.69,462.1,37.5,37.9,35.0,botrytis_leaf_blight
49.9,21.8,5.58,411.6,30.5,42.5,37.1,botrytis_leaf_blight
34.7,22.1,6.09,505.9,44.3,36.5,47.0,botrytis_leaf_blight
35.0,22.7,5.88,456.9,30.1,31.3,44.7,botrytis_leaf_blight
43.0,21.4,5.7,637.4,44.7,31.8,46.8,botrytis_leaf_blight
30.3,23.9,5.5,499.3,41.5,38.2,42.6,botrytis_leaf_blight
36.0,21.7,6.39,697.4,39.2,30.3,47.2,botrytis_leaf_blight
49.4,22.8,5.83,476.5,42.6,48.9,42.6,botrytis_leaf_blight
38.2,20.9,6.17,602.9,37.1,42.4,47.1,botrytis_leaf_blight
40.1,25.9,6.15,563.1,30.6,44.7,30.7,botrytis_leaf_blight
32.1,21.2,5.95,486.9,46.3,31.8,49.0,botrytis_leaf_blight
35.3,23.5,5.83,574.0,49.6,37.5,41.1,botrytis_leaf_blight
34.0,25.2,6.5,676.7,35.0,49.7,37.8,botrytis_leaf_blight
32.7,23.7,6.25,533.4,44.2,35.0,42.2,botrytis_leaf_blight
41.7,20.2,6.28,609.7,36.2,35.3,35.0,botrytis_leaf_blight
47.1,25.3,5.65,586.4,34.0,32.2,33.3,botrytis_leaf_blight
41.6,25.2,6.45,498.2,32.2,39.7,42.1,botrytis_leaf_blight
45.3,27.5,6.22,642.7,48.1,43.0,47.5,botrytis_leaf_blight
34.7,27.6,6.14,465.5,45.5,48.9,41.9,botrytis_leaf_blight
46.8,27.6,5.63,661.9,34.9,35.0,49.0,botrytis_leaf_blight
48.2,21.0,6.09,434.6,36.7,49.8,48.3,botrytis_leaf_blight
31.5,26.9,6.49,458.2,45.4,36.0,36.9,botrytis_leaf_blight
32.5,27.5,5.58,402.6,42.9,45.3,44.6,botrytis_leaf_blight
49.9,20.1,5.52,430.9,44.2,39.3,34.6,botrytis_leaf_blight
35.6,26.6,5.65,663.8,30.7,34.2,41.4,botrytis_leaf_blight
33.0,21.0,5.92,411.5,48.7,46.4,46.1,botrytis_leaf_blight
38.4,23.5,5.83,595.9,49.6,36.5,30.8,botrytis_leaf_blight
32.8,26.0,6.16,561.7,35.3,35.8,38.5,botrytis_leaf_blight
44.4,21.0,5.93,455.4,49.6,33.9,31.9,botrytis_leaf_blight
49.0,25.7,6.49,507.0,38.1,40.2,44.5,botrytis_leaf_blight
47.6,28.0,6.3,589.4,49.3,41.9,33.9,botrytis_leaf_blight
36.2,27.6,6.42,600.1,35.4,42.6,31.9,botrytis_leaf_blight
39.0,25.6,5.95,471.6,48.8,49.5,31.1,botrytis_leaf_blight
30.9,26.9,6.21,668.4,45.3,30.7,33.7,botrytis_leaf_blight
33.2,24.5,6.1,545.2,44.2,37.9,40.6,botrytis_leaf_blight
42.8,20.2,6.15,445.1,36.2,42.5,31.1,botrytis_leaf_blight
40.6,23.6,5.7,694.9,30.4,44.7,48.9,botrytis_leaf_blight
36.8,23.9,6.5,489.2,36.3,44.8,38.7,botrytis_leaf_blight
38.9,22.9,6.41,677.8,36.0,48.1,31.8,botrytis_leaf_blight
31.4,21.0,6.21,503.9,48.1,46.8,43.1,botrytis_leaf_blight
44.1,26.7,6.09,659.0,42.1,35.1,30.3,botrytis_leaf_blight
44.9,23.7,5.86,487.9,44.8,30.6,36.6,botrytis_leaf_blight
40.2,22.7,6.33,402.5,47.1,39.0,34.5,botrytis_leaf_blight
46.2,20.8,6.39,608.6,38.9,46.9,30.8,botrytis_leaf_blight
36.0,27.9,6.07,629.4,31.7,30.1,42.0,botrytis_leaf_blight
34.9,26.4,6.16,401.9,36.0,46.0,30.1,botrytis_leaf_blight
43.0,22.3,5.56,526.4,36.7,39.2,37.6,botrytis_leaf_blight
49.2,20.3,5.63,478.9,49.3,34.1,45.7,botrytis_leaf_blight
45.7,23.0,6.1,642.8,38.9,43.3,36.7,botrytis_leaf_blight
42.9,21.8,5.54,669.9,41.9,40.2,41.4,botrytis_leaf_blight
44.4,22.2,5.76,671.1,44.4,32.1,49.6,botrytis_leaf_blight
31.7,21.5,6.32,539.4,44.3,46.8,30.4,botrytis_leaf_blight
48.1,25.6,5.7,446.1,33.2,39.6,47.0,botrytis_leaf_blight
40.5,25.7,6.28,617.6,42.2,37.6,31.0,botrytis_leaf_blight
36.4,20.2,6.2,452.8,31.8,30.4,48.7,botrytis_leaf_blight
41.5,21.5,6.21,489.8,40.4,34.8,41.5,botrytis_leaf_blight
40.6,28.0,6.32,425.5,45.2,40.4,45.3,botrytis_leaf_blight
40.4,24.4,5.88,404.8,49.6,43.1,44.2,botrytis_leaf_blight
37.4,24.7,6.12,412.8,37.3,33.8,34.9,botrytis_leaf_blight
34.4,22.2,6.12,455.8,33.9,46.0,39.6,botrytis_leaf_blight
38.9,24.0,6.23,676.8,36.5,40.0,44.2,botrytis_leaf_blight
38.0,21.3,6.42,449.1,38.1,45.7,36.3,botrytis_leaf_blight
33.2,20.5,5.73,510.3,43.6,44.9,37.3,botrytis_leaf_blight
37.5,20.6,6.38,655.4,33.3,38.1,37.7,botrytis_leaf_blight
45.6,21.1,5.62,487.3,46.6,35.8,35.0,botrytis_leaf_blight
32.4,26.0,6.43,568.1,43.0,48.2,40.5,botrytis_leaf_blight
31.8,20.8,6.33,689.7,43.1,38.2,46.4,botrytis_leaf_blight
43.3,22.5,6.25,604.9,30.6,40.4,47.9,botrytis_leaf_blight
37.2,20.6,5.95,503.0,46.1,36.7,47.6,botrytis_leaf_blight
35.9,26.8,5.51,588.5,46.7,36.1,39.0,botrytis_leaf_blight
45.1,25.1,5.86,465.2,49.9,41.3,48.7,botrytis_leaf_blight
47.6,20.8,6.44,601.4,42.3,30.3,46.3,botrytis_leaf_blight
41.6,21.1,5.9,518.1,34.4,48.1,45.5,botrytis_leaf_blight
49.2,20.2,5.82,558.0,40.4,41.1,45.9,botrytis_leaf_blight
39.6,25.4,5.93,429.7,33.3,31.1,42.1,botrytis_leaf_blight
45.4,21.0,6.06,406.0,48.0,43.3,42.3,botrytis_leaf_blight
42.6,22.6,5.81,638.2,49.8,45.7,30.1,botrytis_leaf_blight
47.4,22.0,6.07,671.3,42.7,33.0,45.8,botrytis_leaf_blight
40.4,25.5,5.53,695.0,46.6,34.7,33.2,botrytis_leaf_blight
30.3,23.1,5.87,497.7,36.1,40.2,34.5,botrytis_leaf_blight
47.9,20.9,5.95,457.8,44.8,41.9,37.4,botrytis_leaf_blight
37.0,27.0,6.17,571.1,44.4,48.3,31.1,botrytis_leaf_blight
34.6,26.1,6.34,466.7,36.4,37.4,34.7,botrytis_leaf_blight
47.8,20.7,5.83,553.8,38.6,36.1,33.1,botrytis_leaf_blight
31.4,24.3,6.5,596.6,35.1,43.3,46.1,botrytis_leaf_blight
34.5,22.1,6.4,527.9,34.0,33.8,46.2,botrytis_leaf_blight
47.7,27.9,5.52,588.4,36.7,37.6,44.0,botrytis_leaf_blight
30.8,23.7,6.43,533.2,35.3,35.1,48.6,botrytis_leaf_blight
34.8,22.5,5.61,682.4,44.8,41.6,44.6,botrytis_leaf_blight
34.0,24.4,5.72,691.0,48.9,40.0,39.1,botrytis_leaf_blight
45.8,26.0,5.92,683.7,48.6,42.6,34.2,botrytis_leaf_blight
43.7,23.8,5.8,542.8,30.0,39.0,32.0,botrytis_leaf_blight
37.4,20.9,6.13,580.1,42.6,35.3,38.0,botrytis_leaf_blight
30.3,22.7,6.21,554.6,46.8,44.2,32.1,botrytis_leaf_blight
32.2,21.9,5.61,666.5,32.2,32.1,41.5,botrytis_leaf_blight
40.0,24.3,6.28,485.3,39.7,39.8,47.0,botrytis_leaf_blight
39.2,21.3,6.07,699.9,47.7,37.2,47.8,botrytis_leaf_blight
46.7,21.5,5.95,480.3,38.4,42.1,30.7,botrytis_leaf_blight
49.2,21.0,5.85,572.5,34.2,43.0,45.6,botrytis_leaf_blight
40.1,26.7,6.03,563.0,35.9,40.6,36.9,botrytis_leaf_blight
44.6,24.4,5.72,696.0,33.5,37.0,46.3,botrytis_leaf_blight
41.1,21.0,5.64,519.2,34.6,49.2,30.5,botrytis_leaf_blight
31.5,24.7,6.5,623.3,46.3,46.6,45.4,botrytis_leaf_blight
48.5,20.7,5.83,681.2,33.6,39.9,45.9,botrytis_leaf_blight
30.0,25.4,5.52,442.5,35.6,44.2,48.8,botrytis_leaf_blight
49.6,23.3,5.99,611.9,49.5,34.9,41.0,botrytis_leaf_blight
33.2,24.5,6.43,439.5,35.2,43.3,50.0,botrytis_leaf_blight
36.3,21.2,5.99,692.6,48.6,35.3,35.5,botrytis_leaf_blight
39.9,24.6,5.72,659.3,37.3,44.3,46.2,botrytis_leaf_blight
33.0,24.8,5.65,584.1,45.5,33.2,44.0,botrytis_leaf_blight
35.6,20.0,6.41,565.9,44.4,34.9,37.6,botrytis_leaf_blight
38.7,25.5,6.21,634.7,48.9,30.5,34.7,botrytis_leaf_blight
42.4,23.8,6.48,690.2,40.5,45.1,37.2,botrytis_leaf_blight
48.7,24.9,6.08,609.0,30.3,40.3,34.1,botrytis_leaf_blight
43.6,21.6,6.08,507.5,44.2,41.7,30.1,botrytis_leaf_blight
38.7,26.6,5.65,517.0,46.4,32.2,47.2,botrytis_leaf_blight
37.2,21.8,5.76,561.9,33.2,32.3,31.1,botrytis_leaf_blight
34.7,26.5,6.5,537.4,32.3,43.6,38.2,botrytis_leaf_blight
46.8,24.2,6.29,424.8,34.4,46.0,38.6,botrytis_leaf_blight
40.0,22.5,6.09,675.8,36.6,39.3,45.8,botrytis_leaf_blight
31.7,24.7,6.21,410.1,47.9,42.0,42.8,botrytis_leaf_blight
32.3,20.5,6.49,536.6,42.0,41.6,47.7,botrytis_leaf_blight
37.0,22.5,5.92,498.6,43.9,33.2,33.7,botrytis_leaf_blight
49.3,21.9,6.05,401.0,46.7,32.6,33.4,botrytis_leaf_blight
44.0,26.4,6.4,624.5,35.3,41.9,49.9,botrytis_leaf_blight
35.8,26.2,5.86,544.2,39.6,45.1,34.3,botrytis_leaf_blight
35.0,27.8,5.93,634.9,44.9,45.2,32.1,botrytis_leaf_blight
49.9,27.1,5.74,560.5,44.4,37.9,42.1,botrytis_leaf_blight
41.1,21.3,6.09,550.8,34.9,31.9,35.4,botrytis_leaf_blight
35.8,24.4,5.95,476.1,36.9,32.7,31.1,botrytis_leaf_blight
38.8,21.5,6.37,467.5,41.9,34.9,42.9,botrytis_leaf_blight
42.6,26.4,6.35,612.7,36.9,46.8,35.0,botrytis_leaf_blight
37.2,20.2,5.71,493.1,36.6,35.2,40.9,botrytis_leaf_blight
46.1,23.2,5.66,685.1,45.6,47.9,37.4,botrytis_leaf_blight
31.9,26.9,6.24,620.8,41.5,32.2,35.9,botrytis_leaf_blight
45.6,20.2,6.03,453.3,43.6,44.6,35.3,botrytis_leaf_blight
36.0,27.6,6.31,413.0,42.4,35.7,41.7,botrytis_leaf_blight
31.0,20.2,6.19,467.8,42.4,33.3,49.2,botrytis_leaf_blight
40.6,27.9,5.61,483.5,42.1,40.7,48.0,botrytis_leaf_blight
49.0,25.4,5.86,591.8,46.3,42.0,31.7,botrytis_leaf_blight
35.5,23.6,5.6,506.5,42.1,32.4,38.4,botrytis_leaf_blight
39.0,26.2,5.67,466.2,49.9,37.6,49.6,botrytis_leaf_blight
39.2,23.2,6.1,670.1,43.3,42.3,44.0,botrytis_leaf_blight
33.8,27.5,6.12,418.5,46.3,43.6,39.6,botrytis_leaf_blight
39.7,24.7,6.13,463.5,32.9,33.9,41.5,botrytis_leaf_blight
35.4,26.2,6.03,603.4,34.0,30.1,48.6,botrytis_leaf_blight
46.1,27.7,5.65,580.4,31.9,38.8,33.4,botrytis_leaf_blight
38.2,21.6,5.61,688.1,43.4,41.7,32.3,botrytis_leaf_blight
42.4,26.5,5.66,550.5,44.4,35.2,44.4,botrytis_leaf_blight
42.8,25.7,5.7,635.3,45.7,39.8,39.5,botrytis_leaf_blight
34.2,26.0,6.13,607.5,45.2,36.0,45.3,botrytis_leaf_blight
31.7,27.7,5.58,696.6,45.0,45.7,42.5,botrytis_leaf_blight
44.8,22.8,6.3,593.8,43.9,34.6,32.1,botrytis_leaf_blight
49.0,24.8,6.38,605.6,41.9,42.2,34.6,botrytis_leaf_blight
48.6,23.1,6.26,657.9,39.6,30.0,37.1,botrytis_leaf_blight
47.1,26.6,6.12,624.8,40.1,39.3,46.1,botrytis_leaf_blight
46.4,27.7,6.08,668.5,34.7,30.7,31.0,botrytis_leaf_blight
48.1,26.6,5.72,525.0,38.8,37.0,36.4,botrytis_leaf_blight
49.8,20.1,6.45,644.3,42.2,36.3,39.5,botrytis_leaf_blight
45.9,20.7,6.14,450.5,30.9,39.3,38.2,botrytis_leaf_blight
42.4,21.2,6.17,583.2,30.7,41.7,49.4,botrytis_leaf_blight
40.6,21.6,5.87,466.6,41.3,38.9,50.0,botrytis_leaf_blight
37.1,24.4,5.93,621.2,45.6,46.9,40.5,botrytis_leaf_blight
35.6,25.3,5.6,577.5,34.0,36.5,40.0,botrytis_leaf_blight
39.8,22.0,6.02,640.4,41.5,33.4,38.9,botrytis_leaf_blight
45.3,26.9,5.75,555.6,49.1,35.8,46.2,botrytis_leaf_blight
45.8,21.3,5.9,533.6,48.2,44.6,32.1,botrytis_leaf_blight
35.2,22.5,6.43,597.0,41.6,42.3,46.6,botrytis_leaf_blight
31.4,20.3,6.23,619.6,48.1,38.4,30.6,botrytis_leaf_blight
43.0,27.1,5.62,622.7,33.3,34.6,39.7,botrytis_leaf_blight
31.6,23.7,6.43,529.7,44.9,34.7,33.4,botrytis_leaf_blight
35.3,25.3,5.5,641.9,34.5,40.6,31.2,botrytis_leaf_blight
43.7,21.6,6.46,573.2,38.5,30.1,32.0,botrytis_leaf_blight
48.0,25.3,6.26,623.1,48.2,45.9,35.5,botrytis_leaf_blight
45.9,23.2,6.05,425.6,40.0,32.6,49.9,botrytis_leaf_blight
43.5,21.9,6.31,551.2,39.7,42.8,34.7,botrytis_leaf_blight
47.8,21.3,5.83,507.5,45.2,43.7,38.5,botrytis_leaf_blight
34.8,22.6,6.27,616.3,35.8,44.0,43.1,botrytis_leaf_blight
46.3,21.1,5.72,654.6,40.4,38.0,46.1,botrytis_leaf_blight
34.5,24.1,6.18,526.9,45.0,47.6,40.4,botrytis_leaf_blight
72.1,22.8,5.77,1158.3,24.1,38.0,29.7,bacterial_soft_rot
